id,judul,genre,sinopsis
205,Samurai Champloo,"Action, Adventure, Comedy","Fuu Kasumi adalah seorang pelayan muda dan canggung yang menghabiskan hari-harinya dengan tenang bekerja di sebuah kedai teh kecil. Begitulah, sampai dia secara tidak sengaja menumpahkan minuman ke salah satu pelanggannya! Dengan sekelompok samurai yang tak henti-hentinya melecehkannya, Fuu dengan putus asa memanggil samurai lain di toko, Mugen, yang dengan cepat mengalahkan mereka dengan teknik bertarung liarnya, menggunakan gerakan yang mirip dengan breakdance. Sayangnya, Mugen memutuskan untuk bertarung dengan ronin Jin yang enggan, yang menggunakan gaya bertarung pedang yang lebih tepat dan tradisional, dan Jin terbukti menjadi lawan yang tangguh. Satu-satunya masalah adalah, mereka akhirnya menghancurkan seluruh toko serta secara tidak sengaja membunuh putra hakim setempat.

Atas kejahatan mereka, kedua samurai tersebut ditangkap dan akan dieksekusi. Namun, mereka diselamatkan oleh Fuu, yang mempekerjakan keduanya sebagai pengawalnya. Meskipun dia tidak lagi mempunyai tempat untuk kembali, mantan pramusaji itu ingin menemukan seorang samurai yang berbau bunga matahari dan meminta bantuan dari pasangan yang kini dibebaskan dari tuduhan tersebut untuk melakukannya. Meskipun awalnya tidak menyetujui gagasan ini, keduanya akhirnya setuju untuk membantu gadis itu dalam pencariannya; oleh karena itu, ketiganya memulai petualangan untuk menemukan prajurit misterius ini—yaitu, jika Fuu dapat mencegah Mugen dan Jin saling membunuh.

Bertempat di Periode Edo alternatif di Jepang, Samurai Champloo mengikuti perjalanan tiga individu eksentrik ini dalam pencarian epik yang penuh aksi, komedi, dan pertarungan pedang yang dinamis, semuanya diatur dengan irama soundtrack unik yang mengandung hip-hop."
206,Lodoss-tou Senki: Eiyuu Kishi Den,"Action, Adventure, Drama, Fantasy, Romance","Lima tahun setelah kematian Kaisar Marmo dalam Perang Pahlawan, Parn sekarang menjadi Ksatria Bebas Lodoss, dia dan sekutu lamanya sekarang terkenal di seluruh negeri. Namun, tangan kanan Kaisar, Ashram, mencari tongkat dominasi untuk menyatukan kembali Lodoss di bawah panji mantan pemimpinnya. Sementara itu, di balik upaya penaklukannya, terdapat kekuatan yang lebih jahat yang mulai menyiapkan panggung bagi kebangkitan dewi kematian dan kehancuran...

(Sumber: JST)"
207,Lodoss-tou Senki,"Action, Adventure, Fantasy","Diciptakan setelah pertempuran besar terakhir para dewa, Lodoss dan kerajaannya telah dilanda perang selama ribuan tahun. Ketika perdamaian dan persatuan akhirnya dapat diperkirakan di seluruh negeri, kejahatan yang tidak diketahui mulai muncul. Seorang penyihir kuno telah bangkit, bertekad untuk melestarikan pulau Lodoss dengan menciptakan ketidakseimbangan politik di banyak kerajaan dan menghalangi siapa pun untuk mempertahankan kendali pusat. Hanya kelompok ras campuran yang terdiri dari enam juara muda, yang dipimpin oleh pejuang muda Parn, yang berdiri di antara ancaman baru ini dan kembalinya Lodoss ke dalam kegelapan perang dan kehancuran. 

(Sumber: JST)"
208,R.O.D: Read or Die,"Action, Adventure, Mystery, Sci-Fi","Yomiko Readman adalah seorang bibliomaniak rabun dekat yang bekerja sebagai guru pengganti di sebuah sekolah menengah di Jepang. Identitas aslinya adalah agen rahasia Divisi Operasi Khusus Perpustakaan Inggris. Nama kodenya: ""The Paper."" Moniker tersebut menunjukkan kemampuan supernaturalnya untuk secara bebas memanipulasi kertas menjadi objek apa pun yang dapat dia bayangkan, termasuk peralatan dan senjata dalam perjuangannya melawan Tentara IJIN (Tokoh Sejarah Besar) yang kuat dan mementingkan diri sendiri! Bersama rekannya, ""Ms. Deep"" yang penuh teka-teki, Yomiko melakukan perjalanan keliling dunia dalam upaya memecahkan misteri di balik reinkarnasi tokoh sejarah dan upaya mereka untuk mengendalikan dunia.

(Sumber: RightStuf)"
209,R.O.D: The TV,"Action, Adventure, Comedy, Drama, Sci-Fi","Anita King, Maggie Mui, dan Michelle Cheung adalah Paper Sisters. Mereka menjalankan Agensi Detektif Three Sisters di Hong Kong yang didedikasikan untuk menyelesaikan kasus-kasus yang melibatkan buku. Mereka dipekerjakan sebagai pemandu lokal untuk Nenene Sumiregawa, seorang novelis Jepang yang berjuang melawan hambatan menulis setelah hilangnya teman lamanya, Yomiko Readman. Kakak beradik ini semuanya adalah Ahli Kertas—individu dengan kekuatan mengendalikan kertas—dan dengan kemampuan mereka, mereka menyelamatkan Nenene dari teroris berbahaya yang mengincarnya saat penandatanganan buku. Namun jika mereka menyerang lagi, kedua saudari tersebut tetap menjadi pengawalnya untuk melindunginya dari bahaya lebih lanjut.

Ini adalah mimpi yang menjadi kenyataan bagi kutu buku Maggie dan Michelle yang menyukai cerita Nenene, namun Anita muda tidak tahan dengan buku meskipun dia memiliki kekuatan atas kertas. Ketiganya berjuang untuk beradaptasi dengan kehidupan sehari-hari baru mereka di Jepang, menjaga Nenene sambil melanjutkan pekerjaan detektif mereka di bawah organisasi misterius, Dokusensha. Namun, semakin mereka mengenal Nenene, semakin mereka menemukan hubungan antara dia, hilangnya temannya Yomiko, dan buku misterius yang dikirimkan Dokusensha kepada Paper Masters untuk diselidiki. Apa yang awalnya merupakan pekerjaan sederhana berakhir menjadi kasus yang lebih besar dari yang pernah mereka alami sebelumnya. Apakah gadis-gadis ini benar-benar rela mempertaruhkan nyawa demi sastra?"
210,Ranma ½,"Action, Comedy, Fantasy","Ranma Saotome adalah seniman bela diri kelas atas dan ahli di sekolah seni bela diri Saotome ""Anything-Goes"". Saat berlatih di Tiongkok, dia dan ayahnya menemui nasib buruk ketika mereka secara tidak sengaja terjatuh ke dalam mata air terkutuk. Kini, Ranma dikutuk untuk berubah menjadi perempuan jika disiram air dingin, dan hanya air panas yang bisa mengubahnya kembali menjadi laki-laki.

Segalanya menjadi lebih rumit ketika Ranma mengetahui bahwa ayahnya telah mengatur agar dia menikahi salah satu dari tiga putri Soun Tendo untuk mengamankan masa depan dojo Tendo. Meskipun Soun mengetahui kesulitan Ranma, dia masih bertekad untuk melanjutkan pertunangannya, dan memilih putri bungsunya Akane, yang kebetulan juga seorang seniman bela diri yang terampil dan terkenal membenci pria.

Ranma ½ mengikuti petualangan lucu Ranma dan Akane saat mereka menghadapi berbagai lawan, bertemu minat cinta baru, dan menemukan berbagai cara untuk membuat satu sama lain marah, sementara pertunangan mereka masih belum jelas."
211,Pure Mail,Hentai,"episode 1:
""Tidak perlu ada hubungan"". Kei Ogata membawa serta masa lalunya yang penuh cobaan dan menyedihkan. Satu-satunya kegembiraan dalam hidupnya adalah mengobrol dan mengirim pesan sebagai orang yang berbeda di internet. Suatu hari dia bertemu dengan seorang gadis baik hati di internet bernama Eve dan berteman dengannya. Seiring berjalannya waktu, mereka mulai berbagi ikatan persahabatan yang kuat. Lalu beberapa hari yang lalu, Kei mulai mencurigai teman sekelas Midori adalah Eve... 

episode 2:
Festival Musim Panas telah berlalu. Kei berjuang dengan masa lalunya sendiri, berusaha untuk tidak menjadi monster yang sangat dibencinya. Midori khawatir tentang sahabatnya, Miki, melihat ke A.W. untuk bantuan. Sedikit yang dia tahu, bahwa A.W. adalah Kei dan dia adalah masalah Miki. Akankah Kei bisa menyatakan cintanya atau akankah dia selamanya menjadi nomor dua dalam identitas alternatifnya? 

(Sumber: AniDB)"
212,Project A-Ko,"Action, Adventure, Comedy, Sci-Fi","Enam belas tahun setelah kehancurannya oleh meteor, Kota Graviton telah dibangun kembali menjadi kota metropolitan yang futuristik. Namun, hal ini tidak menjadi perhatian bagi siswa sekolah menengah berkekuatan super, Eiko Magami, yang hanya peduli pada sahabatnya Shiiko Kotobuki dan tiba di sekolah tepat waktu. Sayangnya, Biko Daitokuji yang sangat cerdas berniat berteman dengan Shiiko, menggantikan Eiko sebagai sahabat Shiiko dengan segala cara yang dia bisa.

Biko memutuskan bahwa, untuk mencapai hal ini, dia harus mengalahkan Eiko dalam pertempuran. Untuk mengatasi kekuatan dan kecepatan supernya, Biko menciptakan mecha dan menantang Eiko di depan gerbang sekolah mereka. Saat keduanya memulai pertempuran, sebuah pesawat luar angkasa yang sangat besar melayang di atas Bumi, mencari sesuatu yang tertinggal."
213,Pia Carrot e Youkoso!!,"Comedy, Hentai","Yusuke Kinoshita dipaksa oleh ayahnya untuk bekerja di restorannya Pia Carrot sepanjang musim panas karena nilai buruknya di sekolah. Pekerjaan yang awalnya tampak membosankan menjadi pengalaman yang berkesan karena interaksinya dengan rekan kerja dan atasannya. 

(Sumber: JST)"
214,Pia Carrot e Youkoso!! 2,"Comedy, Romance, Hentai","Yusuke (dari seri pertama Pia Carrot) kembali sebagai manajer dengan pemeran baru. Jadi pemeran utama pria barunya adalah Maeda Koji. Meski terlambat setelah ""kecelakaan"", Koji berhasil mendapatkan pekerjaan sebagai pelayan Wortel karena dia sangat gigih. Termasuk dalam set adalah Azusa (pemeran utama wanita yang membenci Koji karena kelakuan buruknya), Ryoko (manajer yang manis pada Koji dengan bekerja sangat keras), Aoi (alkohol), Jun (pelayan yang menyembunyikan rahasia), dan Mina (adik perempuan Azusa yang lucu). Pia Carrot 2 disajikan sebagai komedi romantis, dengan sisi hentai.

(Sumber: JST)"
215,Pia Carrot e Youkoso!! 2 DX,"Comedy, Romance","Kouji ingin bekerja paruh waktu, jadi ketika dia melihat gadis cantik berseragam Pia Carrot, dia mencoba mencari pekerjaan di sana. Ketika dia dalam perjalanan, dia secara tidak sengaja menabrak Azusa, dan dengan beberapa kesalahpahaman, mereka benar-benar membenci satu sama lain. Apa yang mengejutkan Kouji ketika dia mengetahui bahwa dia juga mendapat pekerjaan di Pia Wortel, menghadapinya sehari-hari. Namun seiring berjalannya waktu, dia akan menyadari bahwa 'benci' bukanlah kata yang tepat untuk menggambarkan perasaannya...

(Sumber: JST)"
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,"Comedy, Romance","Siswa sekolah menengah Sayaka Takai dan Akihiko Kannazuki bekerja bersama di jaringan restoran ""Pia Carrot."" Keduanya tertarik satu sama lain, tapi sebelum keduanya bisa bergerak, Sayaka untuk sementara dirotasi ke cabang yang baru didirikan di sebuah resor pantai. Sementara gadis pramusaji di lokasi baru ini melakukan yang terbaik untuk menghadapi pelecehan, mendapatkan teman baru, dan menarik pelanggan baru dengan menghadiri kontes kecantikan, perasaan Sayaka terhadap Akihiko tidak pernah berhenti dan menjadi semakin kuat.

(Sumber: JST)"
217,Shin Angel,"Comedy, Drama, Romance, Hentai","Kousuke adalah seorang siswa sekolah menengah. Dia baru saja mengetahui bahwa teman masa kecilnya Shizuka (yang dia sukai) sekarang bersekolah di SMA-nya. Namun, mereka belum pernah bertemu satu sama lain sejak mereka berusia lima tahun dan banyak yang telah berubah. Mereka tidak menyukai satu sama lain pada awalnya tetapi mereka menerima perbedaan satu sama lain dan melanjutkan persahabatan mereka. Mereka melanjutkan hidup mereka sampai peristiwa-peristiwa kecil mulai meningkat dan mereka mulai menunjukkan kasih sayang satu sama lain. Sementara itu, kebaikan hati, nafsu birahi, dan keberuntungan Kousuke membawanya ke tempat tidur berbagai wanita muda lainnya, dalam upayanya untuk menyelesaikan masalah mereka. 

(Sumber: JST)"
218,Kidou Senkan Nadesico,"Action, Romance, Sci-Fi","Akito tidak ingin melawan. Meskipun masa kecilnya dihabiskan di anime Gekiganger 3, sebuah pertunjukan Mecha, dia lebih suka memasak daripada mengemudikan Mecha. Nasib turun tangan ketika rumahnya di Mars hancur, dan dia langsung dipindahkan ke Bumi, secara misterius. Dia memiliki pertanyaan yang tidak dapat dijawab sepenuhnya oleh siapa pun, tetapi mengikuti seorang gadis dari pertemuan kebetulan dengan harapan dapat menemukannya. Gadis itu, Yurika, adalah kapten kapal perang pribadi Nadesico, dan untuk mengikutinya, dia mendaftar sebagai juru masak mereka. Memiliki implan nanite yang memungkinkan untuk mengontrol mecha, dia adalah pilot cadangan yang berguna untuk mecha Nadesico. Dia bergabung dengan kru yang bertekad membalas dendam pada Mars yang tampaknya hanya terdiri dari orang-orang aneh, otaku, dan bodoh; namun, pada kenyataannya, mereka adalah ahli yang dipilih sendiri. Mereka melakukan perang pribadi mereka kembali ke Mars untuk menghadapi kenyataan pahit bahwa hidup mungkin tidak selalu seperti seri Mecha Raksasa.

(Sumber: JST)"
219,Kidou Senkan Nadesico: The Prince of Darkness,"Action, Award Winning, Drama, Sci-Fi","Dua tahun telah berlalu sejak berakhirnya ""Penerus Mars Nadesico"". Akito dan Yurika telah menghilang. Jovians dan Earthlings telah bergabung dan Ruri sekarang menjadi kapten Nadesico B. Seiring dengan meningkatnya popularitas Boson Jumping, jaringan transportasi yang luas telah dikembangkan. Dijuluki Rencana Hisago, jaringan portal Chulip ini menyimpan jawaban atas misteri di balik partikel Bose dan kekuatannya. Jika rahasia itu jatuh ke tangan yang salah, itu bisa berarti masalah besar. Dan ada masalah besar. Kelompok sempalan Mars telah melancarkan serangan, membuat Pasukan Persatuan kebingungan dan putus asa. Faktanya, mantan kru Nadesico dipanggil kembali ke tugas aktif untuk misi khusus tanpa izin—untuk menyelamatkan kita semua. Apakah kumpulan orang yang tidak cocok ini mampu melakukan hal tersebut? Siapa yang akan memenangkan perlombaan untuk teknologi Boson? Dan apa yang terjadi pada Akito dan Yurika?"
220,Kuro no Danshou,"Horror, Hentai","Saat berlibur bersama putri angkatnya, Detektif Swasta Susuki terjebak di resor ski terpencil bersama beberapa wisatawan lainnya setelah badai menutup tempat tersebut. Semuanya baik-baik saja sampai salah satu tamu ditemukan dibunuh secara brutal. Sebagai penyelidik yang baik, Susuki mulai bekerja untuk menemukan pembunuhnya. Saat mencari pembunuhnya, Susuki mengungkap banyak keburukan tamu-tamu lain dan bahkan mengetahui satu atau dua hal tentang masa lalunya sendiri. Namun, saat Susuki kesulitan menemukan pembunuhnya, tamu-tamu lain mulai menudingnya. 

(Sumber: AniDB)"
221,Mezzo Forte,"Action, Comedy, Sci-Fi, Hentai","Bagi sebagian orang, baseball lebih dari sekedar permainan. Momokitchi Momoi, bos dunia bawah tanah dan pemilik tim profesional yang dikenal sebagai ""Peach Twisters"", tampaknya menjadi contoh sempurna. Hanya ada satu hukuman bagi pemain yang mengecewakannya: kematian. Meski terdengar mengerikan, ada seseorang yang bahkan lebih jahat darinya—putrinya, Momomi.

Tiga anggota Badan Layanan Bahaya—Mikura Suzuki, Tomohisa Harada, dan Kenichi Kurokawa—ditugaskan untuk menculik Momokitchi dan menghancurkan kerajaan kriminalnya. Dikelilingi oleh pengawal bersenjata, dia pasti menjadi sasaran yang berisiko. Namun, terlahir dengan pistol di tangan, Mikura terbiasa menari dengan bahaya. Satu-satunya kuantitas yang tidak diketahui adalah Momomi, yang terkenal sebagai pembunuh berdarah dingin dengan pikiran yang menyimpang. Jika dia menghalangi DSA, Suzuki mungkin akan menjadi lawan yang layak."
222,Mezzo DSA,"Action, Adventure, Comedy, Mystery, Sci-Fi","Mikura, Kurokawa, dan Harada adalah 3 anggota Badan Layanan Bahaya (DSA). Mikura adalah kekuatan dalam kelompok, Harada adalah otaknya, dan Kurokawa hanyalah mantan polisi yang suka berpikir bahwa dialah yang bertanggung jawab. Mereka akan menerima pekerjaan apa pun asalkan melibatkan banyak bahaya dan, tentu saja, uang. Jika Anda ingin hidup cukup lama untuk makan malam, sebaiknya jangan melewatinya. Namun, kasus terbesar mereka adalah mencari tahu mengapa seseorang menginginkan Kurokawa dibunuh. 

(Sumber: JST)"
223,Dragon Ball,"Action, Adventure, Comedy, Fantasy","Gokuu Son adalah seorang anak laki-laki yang tinggal di hutan sendirian—sampai seorang gadis bernama Bulma bertemu dengannya saat dia mencari sekumpulan benda ajaib yang disebut ""Bola Naga"". Karena artefak tersebut dikatakan dapat mengabulkan satu permintaan kepada siapa pun yang mengumpulkan ketujuhnya, Bulma berharap dapat mengumpulkannya dan mendoakan pacar yang sempurna. Gokuu kebetulan memiliki bola naga, tapi sayangnya Bulma menolak untuk berpisah dengannya, jadi dia membuat kesepakatan: dia bisa ikut dalam perjalanannya jika dia mengizinkannya meminjam kekuatan bola naga. Dengan itu, keduanya memulai perjalanan seumur hidup.

Mereka tidak melakukan perjalanan sendirian. Dalam perjalanan, mereka bertemu dengan Muten-Roshi tua dan calon murid Kuririn, yang dengannya Gokuu berlatih untuk menjadi seniman bela diri yang lebih kuat untuk Turnamen Seni Bela Diri Dunia yang akan datang. Namun, tidak semuanya menyenangkan dan permainan; kemampuan untuk mewujudkan keinginan apa pun adalah hal yang sangat kuat, dan ada orang lain yang akan melakukan hal yang jauh lebih buruk daripada sekadar mengharapkan pacar. Untuk menghentikan mereka yang mencoba menyalahgunakan kekuatan legendaris, mereka berlatih untuk menjadi petarung yang lebih kuat, menggunakan kekuatan baru mereka untuk membantu orang-orang di sekitar mereka."
225,Dragon Ball GT,"Action, Adventure, Comedy, Fantasy","Kaisar Pilaf akhirnya mendapatkan Bola Naga Bintang Hitam setelah bertahun-tahun mencari, yang dikatakan dua kali lebih kuat dari Bola Naga Bintang Hitam pada umumnya. Pilaf hendak mewujudkan keinginannya untuk menguasai dunia ketika dia diganggu oleh Gokuu Son. Akibatnya, Pilaf menggagalkan keinginannya dan secara tidak sengaja mengubah Gokuu kembali menjadi seorang anak kecil.

Setelah keinginannya terkabul, Bola Naga Bintang Hitam tersebar di seluruh galaksi. Namun, Gokuu menemukan bahwa mereka akan menyebabkan Bumi meledak kecuali mereka semua dibawa kembali dalam waktu satu tahun. Bersatu dengan cucunya Pan dan Trunks dewasa muda, Gokuu memulai petualangan melintasi alam semesta untuk menemukan Bola Naga Bintang Hitam dan menyelamatkan planetnya dari kehancuran."
